GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes)
G100000100577,L100000100801,China,https://www.gem.wiki/Baotou_Works_power_station,Baotou Works power station,Unit 1,,包钢自备电厂,Baotou Steel (Group) Co Ltd [100%],People's Government of Inner Mongolia Autonomous Region [69.2%]; China Huarong Asset Management Co Ltd [15.0%]; Inner Mongolia State Owned Capital Operation Co Ltd [7.7%]; China Cinda Asset Management Co Ltd [6.2%]; other [1.9%],100,operating,2001,,,subcritical,bituminous,,,Baotou Iron & Steel Rare Earth plant,Hondlon (Kundulun),Baotou,Inner Mongolia,Eastern Asia,Asia,40.660739,109.757962,exact,,,,iron & steel,both,,23,0.53,12182.8,94600,0.564563735,17,9.597583494
G100000113247,L100000100871,China,https://www.gem.wiki/Baotou-1_power_station,Baotou-1 power station,Unit 10,,华能北方联合电力包头第一热电厂,Baotou First Thermal Power Plant of Northern United Power Co Ltd [100%],China Huaneng Group Co Ltd [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],300,operating,2007,,,subcritical,bituminous,,,Changqian Road,Qingshan,Baotou,Inner Mongolia,Eastern Asia,Asia,40.656667,109.6575,exact,21-Sep-15,21-Sep-15,"Year: 2015, Month: 9, Day: 21",,,,17,0.53,10442.4,94600,1.451735318,23,33.38991232
G100000104267,L100000100872,China,https://www.gem.wiki/Baotou-2_power_station,Baotou-2 power station,Unit 10,,华能北方联合电力包头第二热电厂,Baotou No.2 Thermal Power Plant [100%],Inner Mongolia MengDian HuaNeng Thermal Power Corporation Ltd [100.0%],200,operating,2004,,,subcritical,bituminous,,,Changqian Road,Qingshan,Baotou,Inner Mongolia,Eastern Asia,Asia,40.6771134,109.8912808,exact,,,,,,,20,0.53,12182.8,94600,1.12912747,20,22.5825494
G100000104275,L100000100873,China,https://www.gem.wiki/Baotou-3_power_station,Baotou-3 power station,Unit 5,Baotou Wanshuiquan power station,华能北方联合电力包头第三热电厂,Northern United Power Co Ltd Baotou No. 3 Thermal Power Plant [100%],China Huaneng Group Co Ltd [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],300,operating,2007,,,subcritical,bituminous,,,Xingsheng Town Huangcaowa Villege,Jiuyuan,Baotou,Inner Mongolia,Eastern Asia,Asia,40.6242463,110.0027892,exact,24-Sep-15,24-Sep-15,"Year: 2015, Month: 9, Day: 24",,,,17,0.53,10442.4,94600,1.451735318,23,33.38991232
G100000100581,L100000101232,China,https://www.gem.wiki/Baqiao_power_station,Baqiao power station,Phase VI Unit 2-3,,大唐灞桥热电厂,Datang Shaanxi Power Generation Co Ltd Baqiao Thermal Power Plant [100%],China Datang Corp [100.0%],300,operating,2008,,,subcritical,bituminous,,,Chanhe West Road,Baqiao,Xi'an,Shaanxi,Eastern Asia,Asia,34.285136,109.0502778,exact,7-Apr,7-Apr,"Year: 2007, Month: 4",,,,16,0.53,10442.4,94600,1.451735318,24,34.84164764
G100000100670,L100000100803,China,https://www.gem.wiki/Bayanhaote_Cogen_power_station,Bayanhaote Cogen power station,Unit 1,,哈伦能源巴彦浩特热电联产项目,Inner Mongolia Halun Energy Co Ltd [100%],natural person(s) [81.0%]; Alxa Fuquan Coal Co Ltd [19.0%],330,operating,2016,,,subcritical,unknown,,,Bayanhaote Town,Alxa Left Banner,Alxa,Inner Mongolia,Eastern Asia,Asia,38.814811,105.723164,exact,16-Dec-14,16-Dec-14,"Year: 2014, Month: 12, Day: 16",,,,8,0.53,9572.2,96100,1.487043997,32,47.58540791
G100000100674,L100000100804,China,https://www.gem.wiki/Bayanhua_Jinshan_power_station,Bayanhua Jinshan power station,Phase II Unit 3,锡林郭勒苏能白音华电厂 (Phase II Unit 3 & 4),华电白音华金山电厂,Jiangsu Xukuang Energy Co Ltd [100%],Jiangsu Xukuang Energy Co Ltd [100.0%],660,construction,2026,,,ultra-supercritical,lignite,,,Bayanhua Town,West Ujimqin,Xilingol,Inner Mongolia,Eastern Asia,Asia,44.9315393,118.7082624,exact,8-May-20,8-May-20,"Year: 2020, Month: 5, Day: 8",,,,0,0.53,8272,101000,2.701161566,40,108.0464626
G100000100676,L100000101434,China,https://www.gem.wiki/Bayi_Zaozhuang_power_station,Bayi Zaozhuang power station,Unit 3,,枣矿集团八一热电水煤浆煤矸石发电项目,Zaozhuang Bayi Coal Water Slurry Thermal Power Co Ltd [100%],Zaozhuang Bayi Coal Water Slurry Thermal Power Co Ltd [100.0%],350,operating,2018,,,subcritical,waste coal,,,Tianshan Road,Xuecheng District,Zaozhuang,Shandong,Eastern Asia,Asia,34.828388,117.27105,exact,6-Jan-15,6-Jan-15,"Year: 2015, Month: 1, Day: 6",,,,6,0.53,9572.2,94600,1.552550271,34,52.78670922
G100000100693,L100000100603,China,https://www.gem.wiki/Bei'an_power_station,Bei'an power station,Unit 1,,"国电北安热电厂, 国能北安2×350MW热电联产扩建工程",Guoneng Beian Thermal Power Co Ltd [100%],China Energy Investment Corp [100.0%],50,operating,1997,,,subcritical,bituminous,,,Beitong Road,Bei'an,Heihe,Heilongjiang,Eastern Asia,Asia,48.2323268,126.5290168,exact,,,,,,,27,0.53,12182.8,94600,0.282281867,13,3.669664277
G100000111992,L100000100430,China,https://www.gem.wiki/Beihai_Bebuwan_power_station,Beihai Bebuwan power station,Phase II Unit 3,,广西投资集团北海发电厂,Guotou Beibuwan Power Generation Co Ltd [100%],Guangxi Investment Group Co Ltd [69.1%]; China Energy Investment Corp [16.3%]; Industrial and Commercial Bank of China Ltd [6.1%]; Guangxi Guangtou New Energy Industry Development Fund Partnership LP [5.7%]; other [2.8%],660,operating,2024,,,supercritical,anthracite,,,Shitoubu,Tieshangang,Beihai,Guangxi,Eastern Asia,Asia,21.5821851,109.5816259,exact,13-Jan-22,13-Jan-22,"Year: 2022, Month: 1, Day: 13",,,,0,0.53,8409,98300,2.672492729,40,106.8997092
G100000100699,L100000100431,China,https://www.gem.wiki/Beihai_Mill_power_station,Beihai Mill power station,Unit 1,,斯道拉恩索北海林纸公司自备电厂,,,70,operating,2018,,,subcritical,unknown,,,Xinggang Town,Tieshangang District,Beihai,Guangxi,Eastern Asia,Asia,21.53862,109.534681,exact,25-Jun-13,25-Jun-13,"Year: 2013, Month: 6, Day: 25",pulp & paper,both,,6,0.53,10442.4,96100,0.344109355,34,11.69971806
G100000110802,L100000101412,China,https://www.gem.wiki/Beihai_New_Area_Heating_power_station,Beihai New Area Heating power station,Phase II Unit 5,"滨州北海公共供热中心 (Phase I Unit 1-4), 魏桥铝电北海二电 (Phase II Unit 5-8)",魏桥集团北海新区供热中心,Binzhou Lvfeng Thermal Power Co Ltd [100%],Hongqiao Investment (Hong Kong) [94.5%]; other [5.5%],330,operating,2015,,,subcritical,unknown,,,Beihai New Area,Wudi,Binzhou,Shandong,Eastern Asia,Asia,38.022916,117.972606,exact,,,,aluminum,both,,9,0.53,9572.2,96100,1.487043997,31,46.09836391
G100000115458,L100000100437,China,https://www.gem.wiki/Beihai_power_station,Beihai power station,Phase II Unit 3,国能广投北海电厂2×1000MW二期扩建工程 (Phase II Unit3&4),神华国华广投北海发电厂,Guoneng Guangtou Beihai Power Generation Co Ltd [100%],China Shenhua Energy Co Ltd [52.0%]; Guangxi Investment Group Co Ltd [39.6%]; Industrial and Commercial Bank of China Ltd [3.5%]; Guangxi Guangtou New Energy Industry Development Fund Partnership LP [3.2%]; other [1.6%],1000,construction,2025,,,ultra-supercritical,unknown,,,Xinggang Town,Tieshangang,Beihai,Guangxi,Eastern Asia,Asia,21.535871,109.590176,exact,24-Nov-22,24-Nov-22,"Year: 2022, Month: 11, Day: 24",,,,0,0.53,8272,96100,3.894113808,40,155.7645523
G100000100700,L100000100805,China,https://www.gem.wiki/Beijing_Energy_Wujianfang_power_station,Beijing Energy Wujianfang power station,Unit 1,,京能锡林郭勒发电公司五间房电厂,Jingneng (Xilinguole) Power Generation Co Ltd [100%],Beijing Jingneng Power Co Ltd [70.0%]; China Resources Power Holdings Co Ltd [30.0%],660,operating,2018,,,ultra-supercritical,unknown,,,Jirengaole,West Ujimqin,Xilingol,Inner Mongolia,Eastern Asia,Asia,44.572488,116.739511,exact,16-Jun-15,16-Jun-15,"Year: 2015, Month: 6, Day: 16",,,,6,0.53,8272,96100,2.570115113,34,87.38391386
G100000100702,L100000100252,China,https://www.gem.wiki/Beijing_Jingneng_power_station,Beijing Jingneng power station,Phase II Unit 1,,京能北京丰台发电厂,Beijing Jingneng Power Co Ltd [100%],Beijing Jingneng Power Co Ltd [100.0%],50,retired,1991,2015,,subcritical,unknown,,,,Fengtai,,Beijing,Eastern Asia,Asia,39.937968,116.138564,exact,,,,,,,24,0.53,12182.8,96100,0.286757796,0,0
G100000100704,L100000100253,China,https://www.gem.wiki/Beijing_Yire_power_station,Beijing Yire power station,Unit 1,,神华国华北京热电厂,Shenhua Guohua International Power Co Ltd [100%],GD POWER Development Co Ltd [40.2%]; CLP China (Tianjin) [30.0%]; China Shenhua Energy Co Ltd [29.8%],200,retired,1999,2015,,subcritical,unknown,,,,Chaoyang,,Beijing,Eastern Asia,Asia,39.910164,116.479132,exact,,,,,,,16,0.53,11312.6,96100,1.065100384,0,0
G100000100711,L100000101731,China,https://www.gem.wiki/Beilun_power_station,Beilun power station,Phase III Unit 6,"国能北仑发电厂 (Phase I Unit 1 & 2, Phase III Unit 6 & 7), 北仑发电厂二期 (Phase II Unit 3, 4, &5), 国家能源集团浙江公司北仑电厂一期节能减排改造项目 (Phase IV Unit 8 & 9)",北仑发电厂,Guodian Zhejiang Beilun Third Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [40.0%]; GD POWER Development Co Ltd [28.7%]; China Shenhua Energy Co Ltd [21.3%]; Ningbo Energy Group Co Ltd [10.0%],1050,operating,2008,,,ultra-supercritical,bituminous,,,Xinqi Town,Beilun,Ningbo,Zhejiang,Eastern Asia,Asia,29.9427256,121.8131207,exact,14-Jul-06,14-Jul-06,"Year: 2006, Month: 7, Day: 14",,,,16,0.53,9099.2,94600,4.427497992,24,106.2599518
G100000103269,L100000101603,China,https://www.gem.wiki/Beitun_Cogen_power_station,Beitun Cogen power station,Phase I Unit 1,"国电新疆农十师北屯热电厂热电联产项目 (Phase II Unit 3, Phase II Unit 4)",新疆农十师北屯热电厂,Xinjiang Tunfu Thermal Power Co Ltd [100%],Xinjiang Production & Construction Corps Tenth Agricultural Division State-Owned Assets Ma [87.5%]; Agricultural Development Bank of China [12.5%],135,operating,2016,,,subcritical,unknown,,,,Beitun,Altay/Ili,Xinjiang,Eastern Asia,Asia,47.28983,87.7296623,exact,14-Jan,14-Jan,"Year: 2014, Month: 1",,,,8,0.53,10442.4,96100,0.66363947,32,21.23646303
G100000113113,L100000100204,China,https://www.gem.wiki/Bengbu_Tushan_cogen_power_station,Bengbu Tushan cogen power station,Unit 6,Fengyuan Cogen Power Station,蚌埠涂山热电,Bengbu Tushan Thermal Power Co Ltd [100%],COFCO BIOTECHNOLOGY Co Ltd [100.0%],60,operating,2006,,,subcritical,unknown,,,1079 Tushan Road,Yuhui,Bengbu,Anhui,Eastern Asia,Asia,32.928397,117.285053,exact,,,,chemicals,both,,18,0.53,11312.6,96100,0.319530115,22,7.029662532
G100000100758,L100000101121,China,https://www.gem.wiki/Benxi_Cogen_power_station,Benxi Cogen power station,Unit 1,,国家电投本溪热电,Benxi Thermal Power Branch of Northeast Electric Power Co Ltd of State Power Investment Group [100%],State Power Investment Corp Ltd [100.0%],350,operating,2018,,,supercritical,unknown,,,Gaotaizi Town Haodi Villege,Mingshan,Benxi,Liaoning,Eastern Asia,Asia,41.347103,123.813289,exact,11-Dec-14,11-Dec-14,"Year: 2014, Month: 12, Day: 11",,,,6,0.53,9249.9,96100,1.52406397,34,51.81817498
G100000113533,L100000101122,China,https://www.gem.wiki/Benxi_Steel_%26_Iron_power_station,Benxi Steel & Iron power station,Unit 10,,本钢板材股份发电厂,Bengang Steel Plates Co Ltd [100%],Bengang Steel Plates Co Ltd [100.0%],50,operating,2017,,,supercritical,unknown,,,,Pingshan,Benxi,Liaoning,Eastern Asia,Asia,41.275947,123.73261,exact,,,,iron & steel,both,,7,0.53,10090.8,96100,0.237516463,33,7.838043274
G100000100863,L100000100458,China,https://www.gem.wiki/Bijie_Cogen_power_station,Bijie Cogen power station,Phase I Unit 1,"贵州头步电厂扩建工程 (Phase I Unit 1, Phase I Unit 2), Huadian Bijie power station",华电毕节热电厂,Guizhou Huadian Bijie Thermal Power Co Ltd [100%],"China Huadian Group Corp [47.1%]; Guizhou Wujiang Energy Group Co Ltd [27.0%]; other [9.8%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [9.0%]; Guizhou Financial Holding Group Co Ltd (Guizhou Guimin Investment Group Co., Ltd.) [3.6%]; Guizhou Xingyi Sunshine Asset Management Group Co Ltd [3.6%]",150,operating,2009,,,subcritical,unknown,,,Yachi Town,Qixingguan District,Bijie,Guizhou,Eastern Asia,Asia,27.276646,105.3473367,exact,,,,,,,15,0.53,11312.6,96100,0.798825288,25,19.97063219
G100000102015,L100000101234,China,https://www.gem.wiki/Binchang_power_station,Binchang power station,Phase I Unit 1,"马屋电厂, Datang Binchang power station",大唐彬长发电厂,Datang Binchang Power Generation Co Ltd [100%],China Datang Corp [80.0%]; Shaanxi Coal Industry Co Ltd [20.0%],630,operating,2009,,,supercritical,unknown,,,Randian Town Mawu Village,Changwu,Xianyang,Shaanxi,Eastern Asia,Asia,35.136577,107.931355,exact,1-Dec-09,1-Dec-09,"Year: 2009, Month: 12, Day: 1",,,,15,0.53,9249.9,96100,2.743315146,25,68.58287865
G100000100893,L100000101307,China,https://www.gem.wiki/Binzhou_Boxing_power_station,Binzhou Boxing power station,Phase I Unit 1,,国家能源集团博兴发电厂,National Energy Boxing Power Generation Co Ltd [100%],GD POWER Development Co Ltd [61.0%]; China Energy Investment Corp [17.0%]; Power Construction Corporation of China Ltd [8.0%]; Boxing County Investment and Financing Service Center [5.0%]; State Power Investment Corp Ltd [4.2%]; Shanghai Luyuan Investment Co Ltd [2.8%]; Shanghai Dingjing Investment Co Ltd [1.7%]; other [0.4%],1000,construction,2024,,,ultra-supercritical,unknown,,,Chunhua Town,Boxing,Binzhou,Shandong,Eastern Asia,Asia,37.27629,118.330855,exact,21-Dec-15,21-Dec-15,"Year: 2015, Month: 12, Day: 21",,,,0,0.53,8272,96100,3.894113808,40,155.7645523
G100000100895,L100000101308,China,https://www.gem.wiki/Binzhou_Heating_Supply_Center_power_station,Binzhou Heating Supply Center power station,Unit 1,"滨州市滨北新材料有限公司 (Unit 5, Unit 6, Unit 7, Unit 8)",魏桥集团滨州市供热中心,Binzhou Gongjian Investment Development Co Ltd [100%],Shandong Weiqiao Investment Holding Co Ltd [31.2%]; Shandong Weiqiao Pioneering Group Co Ltd [30.0%]; Binzhou Hanchuang Technology Development Partnership LP [20.0%]; other [18.8%],60,retired,2010,2020,,subcritical,unknown,,,,High Tech Development District,Binzhou,Shandong,Eastern Asia,Asia,37.348167,117.890928,exact,,,,aluminum,,,10,0.53,11312.6,96100,0.319530115,0,0
G100000100915,L100000101309,China,https://www.gem.wiki/Binzhou_Works_power_station,Binzhou Works power station,Unit 7,,魏桥创业集团滨州自备电厂,Weiqiao Textile Co Ltd Binzhou Thermal Power Plant [100%],other [48.5%]; Shandong Weiqiao Investment Holding Co Ltd [19.8%]; Shandong Weiqiao Pioneering Group Co Ltd [19.0%]; Binzhou Hanchuang Technology Development Partnership LP [12.7%],45,retired,,2012,,subcritical,anthracite,,,,Zouping,Binzhou,Shandong,Eastern Asia,Asia,37.381,117.97,approximate,,,,aluminum,,,20,0.53,12182.8,98300,0.263990241,0,0
G100000101001,L100000101604,China,https://www.gem.wiki/Bole_Cogen_power_station,Bole Cogen power station,Unit 1,,湖北能源新疆楚星能源博乐五星热电联产项目,Xinjiang Chuxing Energy Development Co Ltd [100%],Hubei Energy Group Co Ltd [70.0%]; Xinjiang Aibihu Agricultural and Industrial Corp [30.0%],150,operating,2017,,,supercritical,unknown,,,X168 County Road,Bole,Börtala,Xinjiang,Eastern Asia,Asia,44.861677,82.117861,exact,,,,,,,7,0.53,10090.8,96100,0.712549389,33,23.51412982
G100000101104,L100000100807,China,https://www.gem.wiki/Bulian_power_station,Bulian power station,Phase I Unit 1,,国电建投内蒙古能源公司布连电厂,Guodian & Jiantou Inner Mongolia Energy Investment Co Ltd [100%],GD POWER Development Co Ltd [50.0%]; Hebei Construction & Investment Group Co Ltd [50.0%],660,operating,2013,,,ultra-supercritical,bituminous,,,Bulian Town,Ejin Horo,Ordos,Inner Mongolia,Eastern Asia,Asia,39.30101,109.96856,exact,1-Jul-10,1-Jul-10,"Year: 2010, Month: 7, Day: 1",,,,11,0.53,9099.2,94600,2.782998738,29,80.7069634
G100000101190,L100000100536,China,https://www.gem.wiki/Cangzhou_Bohai_power_station,Cangzhou Bohai power station,Unit 1,,华润电力渤海新区热电,China Resources Power (Bohai New Area) Co Ltd [100%],China Resources Power Holdings Co Ltd [100.0%],350,operating,2015,,,subcritical,unknown,,,South of Beishugang Road,Lingang,Cangzhou,Hebei,Eastern Asia,Asia,38.361641,117.624531,exact,13-Apr,13-Apr,"Year: 2013, Month: 4",,,,9,0.53,9572.2,96100,1.577167876,31,48.89220415
G100000101192,L100000100537,China,https://www.gem.wiki/Cangzhou_power_station,Cangzhou power station,Unit 1,沧州华润热电,华润电力沧州热电,China Resources Cangzhou Co-generation Co Ltd [100%],China Resources Power Holdings Co Ltd [95.0%]; Cangzhou Construction Investment Group Co Ltd [2.5%]; Hebei Hengfeng Power Generation Co Ltd Trade Union Committee [1.6%]; Guanxu Investment [0.9%],330,operating,2007,,,subcritical,unknown,,,,Yunhe,Cangzhou,Hebei,Eastern Asia,Asia,38.366422,116.8167846,exact,6-Aug,6-Aug,"Year: 2006, Month: 8",,,,17,0.53,10442.4,96100,1.622229815,23,37.31128575
G100000112857,L100000100538,China,https://www.gem.wiki/Cangzhou_Yundong_Cogen_power_station,Cangzhou Yundong Cogen power station,Unit 1,,华润电力沧州运东热电,China Resources Power (Cangzhou Yundong) Co Ltd [100%],China Resources Power Holdings Co Ltd [90.0%]; Cangxian Construction Investment Co Ltd [5.0%]; Cangzhou Construction Investment Group Co Ltd [2.5%]; Hebei Hengfeng Power Generation Co Ltd Trade Union Committee [1.6%]; Guanxu Investment [0.9%],350,operating,2020,,,supercritical,unknown,,,Litianmu Town,Cang County,Cangzhou,Hebei,Eastern Asia,Asia,38.3288062,117.0685273,exact,24-Dec-15,24-Dec-15,"Year: 2015, Month: 12, Day: 24",,,,4,0.53,9249.9,96100,1.52406397,36,54.86630292
G100000101201,L100000100539,China,https://www.gem.wiki/Caofeidian_Works_power_station,Caofeidian Works power station,Unit 1,,首钢曹妃甸发电厂,Shougang Jingtang United Iron & Steel Co Ltd [100%],Beijing Shougang Co Ltd [100.0%],300,operating,2009,,,subcritical,bituminous,,,Shougang Jingtang Iron & Steel Plant,Caofeidian,Tangshan,Hebei,Eastern Asia,Asia,38.9440646,118.4930691,exact,,,,iron & steel,both,,15,0.53,10442.4,94600,1.451735318,25,36.29338296
G100000115091,L100000104837,China,https://www.gem.wiki/CEEC_Chongzuo_power_station,CEEC Chongzuo power station,Unit 1,,中能建崇左发电项目,China Energy Construction Chongzuo Development Investment Co Ltd [100%],China Energy Engineering Corp Ltd [100.0%],660,construction,2025,,,ultra-supercritical,unknown,,,Qvjiu Town,Fusui County,Chongzuo,Guangxi,Eastern Asia,Asia,22.494869,107.555455,exact,,,,,,,0,0.53,8272,96100,2.570115113,40,102.8046045
G100000112887,L100000101311,China,https://www.gem.wiki/CHALCO_Shandong_Branch_Power_Station,CHALCO Shandong Branch Power Station,Unit 5,,中铝山东分公司热电厂,CHALCO Shandong Co Ltd [100%],Aluminum Corporation of China Ltd [100.0%],46,retired,2007,2021,,unknown,unknown,,,Fengshui Town,Zhangdian District,Zibo,Shandong,Eastern Asia,Asia,36.748437,118.069386,exact,,,,aluminum,both,heat,14,0.53,11186.5,96100,0.242242407,0,0
